报道时间,省份,城市,新增确诊,新增出院,新增死亡,累计确诊,累计出院,累计死亡
2月22日,江苏,扬州市,0.0,2.0,0.0,27,15.0,0.0
2月22日,江苏,淮安市,0.0,1.0,0.0,68,35.0,0.0
2月22日,江苏,连云港市,0.0,4.0,0.0,51,22.0,0.0
2月22日,江苏,南通市,0.0,5.0,0.0,44,28.0,0.0
2月22日,江苏,无锡市,0.0,1.0,0.0,59,37.0,0.0
2月22日,江苏,南京市,0.0,5.0,0.0,100,52.0,0.0
2月22日,江苏,镇江市,0.0,1.0,0.0,14,9.0,0.0
2月22日,江苏,泰州市,0.0,1.0,0.0,39,25.0,0.0
2月22日,上海,地市明细不详,0.0,0.0,1.0,0,153.0,10.0
2月22日,四川,甘孜州,1.0,0.0,0.0,71,9.0,0.0
2月22日,山东,聊城市,0.0,1.0,0.0,41,22.0,0.0
2月22日,山东,日照市,0.0,1.0,0.0,21,9.0,0.0
2月22日,山东,威海市,0.0,2.0,0.0,47,20.0,0.0
2月22日,山东,泰安市,0.0,6.0,0.0,36,18.0,1.0
2月22日,山东,烟台市,0.0,1.0,0.0,55,18.0,0.0
2月22日,山东,枣庄市,0.0,3.0,0.0,26,14.0,0.0
2月22日,山东,淄博市,0.0,1.0,0.0,32,10.0,0.0
2月22日,山东,济南市,0.0,4.0,0.0,57,22.0,0.0
2月22日,山东,泰安市,1.0,0.0,0.0,36,12.0,1.0
2月22日,海南,澄迈县,0.0,1.0,0.0,11,5.0,2.0
2月22日,海南,海口市,0.0,1.0,0.0,45,18.0,0.0
2月22日,湖南,岳阳市,0.0,1.0,0.0,163,77.0,1.0
2月22日,湖南,娄底市,0.0,1.0,0.0,83,55.0,0.0
2月22日,湖南,永州市,0.0,5.0,0.0,47,35.0,0.0
2月22日,湖南,益阳市,0.0,3.0,0.0,66,51.0,0.0
2月22日,湖南,邵阳市,0.0,2.0,0.0,110,80.0,1.0
2月22日,湖南,长沙市,0.0,5.0,0.0,264,130.0,2.0
2月22日,湖南,湘潭市,1.0,2.0,0.0,40,19.0,0.0
2月22日,湖南,株洲市,1.0,1.0,0.0,84,47.0,0.0
2月22日,河南,信阳市,3.0,0.0,0.0,302,138.0,2.0
2月22日,陕西,渭南市,0.0,2.0,0.0,16,6.0,0.0
2月22日,陕西,榆林市,0.0,2.0,0.0,3,3.0,0.0
2月22日,陕西,宝鸡市,0.0,1.0,0.0,13,11.0,0.0
2月22日,陕西,咸阳市,0.0,4.0,0.0,21,14.0,0.0
2月22日,陕西,安康市,0.0,1.0,0.0,33,16.0,0.0
2月22日,陕西,西安市,0.0,12.0,0.0,132,59.0,1.0
2月22日,内蒙古,鄂尔多斯市,0.0,1.0,0.0,13,7.0,0.0
2月22日,内蒙古,巴彦淖尔市,0.0,3.0,0.0,8,3.0,0.0
2月22日,福建,厦门市,0.0,2.0,0.0,39,17.0,0.0
2月22日,福建,地市明细不详,0.0,0.0,0.0,0,153.0,9.0
2月22日,安徽,马鞍山市,1.0,0.0,0.0,45,17.0,0.0
2月22日,吉林,公主岭市,0.0,1.0,0.0,6,3.0,0.0
2月22日,吉林,长春市,0.0,1.0,0.0,46,22.0,0.0
2月22日,广西,贺州市,0.0,1.0,0.0,4,2.0,0.0
2月22日,广西,河池市,1.0,0.0,0.0,28,4.0,1.0
2月22日,广西,桂林市,1.0,2.0,0.0,47,17.0,0.0
2月22日,广西,南宁市,1.0,1.0,0.0,60,25.0,0.0
2月22日,黑龙江,黑河市,0.0,1.0,0.0,14,4.0,0.0
2月22日,黑龙江,齐齐哈尔市,0.0,6.0,0.0,44,22.0,1.0
2月22日,黑龙江,鸡西市,0.0,2.0,0.0,46,5.0,0.0
2月22日,黑龙江,佳木斯市,0.0,1.0,0.0,16,15.0,0.0
2月22日,黑龙江,双鸭山市,0.0,5.0,0.0,53,16.0,3.0
2月22日,黑龙江,哈尔滨市,0.0,20.0,0.0,205,75.0,3.0
2月22日,河北,廊坊市,0.0,1.0,0.0,32,22.0,0.0
2月22日,河北,秦皇岛市,0.0,0.0,1.0,10,6.0,1.0
2月22日,河北,张家口市,0.0,0.0,0.0,34,25.0,0.0
2月22日,河北,承德市,0.0,1.0,0.0,8,6.0,0.0
2月22日,河北,邯郸市,0.0,2.0,0.0,33,19.0,0.0
2月22日,河北,邢台市,0.0,2.0,0.0,24,15.0,1.0
2月22日,河北,保定市,0.0,2.0,0.0,35,29.0,0.0
2月22日,河北,唐山市,0.0,3.0,0.0,57,19.0,1.0
2月22日,河北,石家庄市,1.0,1.0,0.0,36,15.0,0.0
2月22日,云南,文山州,0.0,1.0,0.0,2,1.0,0.0
2月22日,云南,昭通市,0.0,1.0,0.0,26,6.0,0.0
2月22日,重庆,石柱县,0.0,1.0,0.0,18,11.0,0.0
2月22日,重庆,开州区,0.0,1.0,0.0,28,16.0,1.0
2月22日,重庆,綦江区,0.0,1.0,0.0,24,12.0,0.0
2月22日,重庆,合川区,0.0,2.0,0.0,26,10.0,0.0
2月22日,重庆,渝北区,0.0,1.0,0.0,22,10.0,0.0
2月22日,重庆,九龙坡区,0.0,1.0,0.0,24,11.0,1.0
2月22日,重庆,江北区,0.0,1.0,0.0,31,10.0,0.0
2月22日,重庆,巫溪县,1.0,0.0,0.0,19,9.0,0.0
2月22日,重庆,开州区,1.0,0.0,0.0,28,15.0,1.0
2月22日,重庆,万州区,3.0,9.0,0.0,132,65.0,4.0
2月22日,新疆,巴音郭楞州,0.0,2.0,0.0,3,2.0,0.0
2月22日,湖南,湘西州,0.0,1.0,0.0,11,8.0,0.0
2月22日,天津,滨海新区,0.0,1.0,0.0,2,2.0,0.0
2月22日,天津,北辰区,0.0,1.0,0.0,6,2.0,0.0
2月22日,天津,河北区,0.0,1.0,0.0,15,10.0,0.0
2月22日,天津,宝坻区,1.0,0.0,0.0,58,17.0,2.0
2月22日,山西,晋城市,0.0,1.0,0.0,10,4.0,0.0
2月22日,山西,长治市,0.0,1.0,0.0,9,3.0,0.0
2月21日,河南,周口市,0.0,2.0,0.0,91,41.0,0.0
2月21日,河南,南阳市,0.0,24.0,0.0,181,91.0,3.0
2月21日,福建,龙岩市,0.0,1.0,0.0,6,2.0,0.0
2月21日,贵州,铜仁市,0.0,1.0,0.0,12,10.0,0.0
2月21日,天津,地市明细不详,0.0,0.0,0.0,0,153.0,9.0
2月21日,内蒙古,鄂尔多斯市,0.0,1.0,0.0,13,6.0,0.0
2月21日,广东,深圳市,0.0,23.0,0.0,452,225.0,2.0
2月21日,广东,东莞市,0.0,1.0,0.0,95,27.0,1.0
2月21日,湖北,咸宁市,0.0,1.0,0.0,898,314.0,10.0
2月21日,湖北,十堰市,0.0,2.0,0.0,696,211.0,2.0
2月21日,宁夏,银川市,0.0,1.0,0.0,38,28.0,0.0
2月21日,宁夏,吴忠市,0.0,3.0,0.0,28,12.0,0.0
2月21日,内蒙古,通辽市,0.0,1.0,0.0,8,1.0,0.0
2月21日,云南,普洱市,0.0,1.0,0.0,4,4.0,0.0
2月21日,云南,楚雄州,0.0,2.0,0.0,4,4.0,0.0
2月21日,云南,红河州,0.0,1.0,0.0,11,4.0,0.0
2月21日,云南,保山市,0.0,1.0,0.0,12,4.0,0.0
2月21日,云南,曲靖市,0.0,2.0,0.0,15,8.0,0.0
2月21日,云南,昆明市,0.0,8.0,0.0,60,32.0,0.0
2月21日,河北,秦皇岛市,0.0,1.0,0.0,10,6.0,0.0
2月21日,河北,张家口市,0.0,1.0,0.0,34,25.0,0.0
2月21日,黑龙江,牡丹江市,0.0,1.0,0.0,15,2.0,0.0
2月21日,江苏,宿迁市,0.0,1.0,0.0,14,8.0,0.0
2月21日,江苏,常州市,0.0,7.0,0.0,57,36.0,0.0
2月21日,江苏,徐州市,0.0,3.0,0.0,82,58.0,0.0
2月21日,江苏,苏州市,0.0,4.0,0.0,95,43.0,0.0
2月21日,山东,威海市,0.0,2.0,0.0,47,18.0,0.0
2月21日,山东,临沂市,0.0,1.0,0.0,56,44.0,0.0
2月21日,山东,青岛市,0.0,1.0,0.0,72,35.0,1.0
2月21日,浙江,台州市,0.0,7.0,0.0,168,84.0,0.0
2月21日,湖北,武汉市,220.0,0.0,0.0,46264,6257.0,1747.0
2月21日,海南,三亚市,0.0,5.0,0.0,65,30.0,1.0
2月21日,湖北,武汉市,0.0,1.0,0.0,46044,6257.0,1747.0
2月21日,山东,淄博市,1.0,0.0,0.0,32,9.0,0.0
2月21日,河南,新乡市,0.0,3.0,0.0,63,29.0,3.0
2月21日,河南,商丘市,0.0,13.0,0.0,98,63.0,3.0
2月21日,河南,郑州市,0.0,6.0,0.0,194,98.0,2.0
2月21日,上海,外地来沪,0.0,4.0,0.0,91,76.0,0.0
2月21日,上海,虹口区,0.0,1.0,0.0,5,5.0,0.0
2月21日,上海,普陀区,0.0,1.0,0.0,11,7.0,0.0
2月21日,上海,徐汇区,0.0,1.0,0.0,15,10.0,0.0
2月21日,上海,宝山区,0.0,1.0,0.0,20,10.0,0.0
2月21日,上海,浦东新区,0.0,4.0,0.0,53,42.0,0.0
2月21日,天津,宝坻区,1.0,0.0,0.0,57,17.0,2.0
2月21日,黑龙江,绥化市,0.0,6.0,0.0,50,26.0,5.0
2月21日,湖南,常德市,0.0,6.0,0.0,92,58.0,0.0
2月21日,湖南,郴州市,0.0,1.0,0.0,45,30.0,0.0
2月21日,湖南,岳阳市,0.0,4.0,0.0,163,76.0,1.0
2月21日,河南,平顶山市,0.0,5.0,0.0,63,39.0,1.0
2月21日,河南,信阳市,0.0,4.0,0.0,299,138.0,2.0
2月21日,安徽,铜陵市,0.0,1.0,0.0,32,13.0,0.0
2月21日,安徽,宿州市,0.0,1.0,0.0,44,23.0,0.0
2月21日,安徽,淮北市,0.0,1.0,0.0,28,15.0,0.0
2月21日,安徽,安庆市,0.0,2.0,0.0,91,55.0,0.0
2月21日,安徽,马鞍山市,0.0,2.0,0.0,44,17.0,0.0
2月21日,安徽,芜湖市,0.0,4.0,0.0,39,25.0,0.0
2月21日,安徽,六安市,0.0,4.0,0.0,72,39.0,0.0
2月21日,安徽,亳州市,0.0,5.0,0.0,114,70.0,0.0
2月21日,安徽,阜阳市,0.0,11.0,0.0,165,90.0,0.0
2月21日,安徽,合肥市,0.0,11.0,0.0,187,97.0,1.0
2月21日,安徽,蚌埠市,0.0,25.0,0.0,163,81.0,5.0
2月21日,广东,韶关市,0.0,1.0,0.0,14,6.0,0.0
2月21日,广东,惠州市,0.0,3.0,0.0,70,41.0,0.0
2月21日,广东,珠海市,0.0,4.0,0.0,110,49.0,1.0
2月21日,广东,广州市,0.0,15.0,0.0,380,172.0,0.0
2月21日,广东,佛山市,0.0,1.0,0.0,98,34.0,0.0
2月21日,河南,焦作市,0.0,3.0,0.0,34,12.0,1.0
2月21日,辽宁,盘锦市,0.0,0.0,0.0,13,5.0,0.0
2月21日,辽宁,葫芦岛市,0.0,1.0,0.0,14,5.0,1.0
2月21日,山东,菏泽市,0.0,1.0,0.0,22,14.0,0.0
2月21日,山东,日照市,0.0,1.0,0.0,21,8.0,0.0
2月21日,山东,威海市,0.0,2.0,0.0,47,16.0,0.0
2月21日,山东,泰安市,0.0,2.0,0.0,35,12.0,1.0
2月21日,山东,潍坊市,0.0,2.0,0.0,47,17.0,0.0
2月21日,山东,淄博市,0.0,3.0,0.0,31,9.0,0.0
2月21日,山东,青岛市,0.0,2.0,0.0,72,34.0,1.0
2月21日,山东,济南市,0.0,1.0,0.0,57,18.0,0.0
2月21日,山东,泰安市,1.0,0.0,0.0,35,10.0,1.0
2月21日,山东,济宁市,201.0,0.0,0.0,258,29.0,0.0
2月21日,山东,地市明细不详,0.0,0.0,0.0,0,153.0,9.0
2月21日,青海,海北州,0.0,1.0,0.0,3,3.0,0.0
2月21日,青海,西宁市,0.0,1.0,0.0,21,15.0,0.0
2月21日,河南,漯河市,0.0,5.0,0.0,44,22.0,0.0
2月21日,河南,驻马店市,0.0,11.0,0.0,149,99.0,0.0
2月21日,河南,三门峡市,0.0,1.0,1.0,10,6.0,1.0
2月21日,山东,临沂市,0.0,2.0,0.0,56,43.0,0.0
2月21日,湖南,娄底市,0.0,3.0,0.0,83,54.0,0.0
2月21日,湖南,邵阳市,0.0,1.0,0.0,110,78.0,1.0
2月21日,湖南,常德市,1.0,0.0,0.0,92,52.0,0.0
2月21日,江西,抚州市,0.0,2.0,0.0,80,37.0,0.0
2月21日,江西,萍乡市,0.0,2.0,0.0,35,12.0,0.0
2月21日,江西,九江市,0.0,3.0,0.0,127,47.0,0.0
2月21日,江西,赣州市,0.0,6.0,0.0,86,34.0,1.0
2月21日,江西,上饶市,0.0,9.0,0.0,130,64.0,0.0
2月21日,江西,宜春市,0.0,11.0,0.0,116,53.0,0.0
2月21日,江西,新余市,0.0,12.0,0.0,133,80.0,0.0
2月21日,江西,南昌市,0.0,12.0,0.0,246,145.0,0.0
2月21日,广东,东莞市,1.0,0.0,0.0,95,26.0,1.0
2月21日,浙江,嘉兴市,0.0,2.0,0.0,53,22.0,0.0
2月21日,浙江,杭州市,0.0,2.0,0.0,196,101.0,0.0
2月21日,浙江,衢州市,27.0,0.0,0.0,53,10.0,0.0
2月21日,浙江,宁波市,1.0,10.0,0.0,170,101.0,0.0
2月21日,海南,乐东县,0.0,2.0,0.0,2,2.0,0.0
2月21日,海南,三亚市,0.0,1.0,0.0,65,25.0,1.0
2月21日,江苏,无锡市,0.0,1.0,0.0,59,36.0,0.0
2月21日,贵州,黔东南州,0.0,1.0,0.0,10,5.0,0.0
2月21日,贵州,贵阳市,0.0,3.0,0.0,37,17.0,1.0
2月21日,云南,西双版纳州,0.0,0.0,1.0,16,4.0,1.0
2月21日,云南,红河州,1.0,0.0,0.0,11,3.0,0.0
2月21日,河南,洛阳市,0.0,1.0,0.0,33,15.0,1.0
2月21日,河南,开封市,0.0,2.0,0.0,28,15.0,0.0
2月21日,北京,丰台区,1.0,0.0,0.0,45,3.0,0.0
2月21日,北京,地市明细不详,0.0,16.0,0.0,0,153.0,9.0
2月21日,福建,漳州市,0.0,2.0,0.0,25,13.0,0.0
2月21日,福建,厦门市,0.0,5.0,0.0,39,15.0,0.0
2月21日,福建,地市明细不详,0.0,0.0,0.0,0,137.0,9.0
2月21日,四川,甘孜州,0.0,1.0,0.0,70,9.0,0.0
2月21日,四川,雅安市,0.0,1.0,0.0,8,4.0,0.0
2月21日,四川,广安市,0.0,1.0,0.0,36,20.0,0.0
2月21日,四川,甘孜州,1.0,0.0,0.0,70,8.0,0.0
2月21日,四川,达州市,1.0,0.0,0.0,44,11.0,0.0
2月21日,四川,德阳市,1.0,0.0,0.0,19,3.0,0.0
2月21日,四川,成都市,2.0,2.0,0.0,176,71.0,3.0
2月21日,安徽,淮南市,0.0,2.0,0.0,29,14.0,0.0
2月21日,安徽,六安市,0.0,5.0,0.0,72,35.0,0.0
2月21日,安徽,蚌埠市,0.0,16.0,0.0,163,56.0,5.0
2月21日,安徽,合肥市,1.0,3.0,0.0,187,86.0,1.0
2月21日,广西,贺州市,0.0,1.0,0.0,4,1.0,0.0
2月21日,广西,钦州市,0.0,5.0,0.0,8,6.0,0.0
2月21日,广西,柳州市,0.0,1.0,0.0,30,11.0,0.0
2月21日,广西,南宁市,0.0,1.0,0.0,59,24.0,0.0
2月21日,广西,河池市,1.0,0.0,0.0,27,4.0,1.0
2月21日,河南,郑州市,1.0,0.0,0.0,194,92.0,2.0
2月21日,河南,信阳市,1.0,40.0,0.0,299,134.0,2.0
2月21日,山西,晋中市,0.0,3.0,0.0,41,21.0,0.0
2月21日,山西,长治市,0.0,1.0,0.0,9,2.0,0.0
2月21日,山西,太原市,1.0,2.0,0.0,23,12.0,0.0
2月21日,黑龙江,齐齐哈尔市,0.0,5.0,0.0,44,16.0,1.0
2月21日,黑龙江,哈尔滨市,3.0,0.0,0.0,205,55.0,3.0
2月21日,吉林,四平市,0.0,1.0,0.0,16,8.0,1.0
2月21日,河北,石家庄市,0.0,1.0,0.0,35,14.0,0.0
2月21日,河北,唐山市,1.0,0.0,0.0,57,16.0,1.0
2月21日,重庆,高新区,0.0,1.0,0.0,4,2.0,0.0
2月21日,重庆,石柱县,0.0,2.0,0.0,18,10.0,0.0
2月21日,重庆,奉节县,0.0,1.0,0.0,25,10.0,0.0
2月21日,重庆,云阳县,0.0,2.0,0.0,33,19.0,0.0
2月21日,重庆,忠县,0.0,5.0,0.0,26,18.0,0.0
2月21日,重庆,丰都县,0.0,1.0,0.0,13,4.0,0.0
2月21日,重庆,开州区,0.0,1.0,0.0,27,15.0,1.0
2月21日,重庆,潼南区,0.0,1.0,0.0,20,5.0,0.0
2月21日,重庆,长寿区,0.0,1.0,0.0,27,11.0,0.0
2月21日,重庆,石柱县,1.0,0.0,0.0,18,8.0,0.0
2月21日,重庆,铜梁区,1.0,0.0,0.0,11,4.0,0.0
2月21日,重庆,渝北区,1.0,0.0,0.0,22,9.0,0.0
2月21日,重庆,涪陵区,2.0,0.0,0.0,6,2.0,0.0
2月21日,重庆,万州区,2.0,10.0,1.0,129,56.0,4.0
2月21日,湖北,咸宁市,0.0,45.0,0.0,898,313.0,10.0
2月21日,湖北,潜江市,3.0,8.0,0.0,193,57.0,8.0
2月21日,湖北,天门市,4.0,32.0,0.0,505,165.0,12.0
2月21日,湖北,仙桃市,1.0,26.0,0.0,580,210.0,19.0
2月21日,湖北,恩施州,1.0,10.0,0.0,275,112.0,3.0
2月21日,湖北,随州市,4.0,78.0,1.0,1344,386.0,28.0
2月21日,湖北,黄冈市,17.0,125.0,3.0,3037,1278.0,94.0
2月21日,湖北,孝感市,17.0,98.0,5.0,3527,771.0,95.0
2月21日,湖北,鄂州市,5.0,25.0,1.0,1393,375.0,39.0
2月21日,湖北,荆门市,6.0,28.0,3.0,1002,229.0,40.0
2月21日,湖北,荆州市,7.0,80.0,0.0,1607,532.0,42.0
2月21日,湖北,宜昌市,4.0,19.0,1.0,945,250.0,29.0
2月21日,湖北,襄阳市,3.0,49.0,1.0,1207,343.0,24.0
2月21日,湖北,十堰市,13.0,22.0,0.0,696,209.0,2.0
2月21日,湖北,黄石市,7.0,40.0,1.0,1028,339.0,28.0
2月21日,湖北,武汉市,319.0,766.0,99.0,46044,6256.0,1747.0
2月20日,湖北,天门市,15.0,0.0,0.0,501,133.0,12.0
2月20日,湖北,恩施州,5.0,0.0,0.0,274,102.0,3.0
2月20日,湖北,随州市,5.0,0.0,0.0,1340,308.0,27.0
2月20日,湖北,咸宁市,68.0,0.0,0.0,898,268.0,10.0
2月20日,湖北,黄冈市,27.0,0.0,0.0,3020,1153.0,91.0
2月20日,湖北,孝感市,81.0,0.0,0.0,3510,673.0,90.0
2月20日,湖北,鄂州市,30.0,0.0,0.0,1388,350.0,38.0
2月20日,湖北,荆门市,112.0,0.0,0.0,996,201.0,37.0
2月20日,湖北,荆州市,43.0,0.0,0.0,1600,452.0,42.0
2月20日,湖北,宜昌市,19.0,0.0,0.0,941,231.0,28.0
2月20日,湖北,襄阳市,1.0,0.0,0.0,1204,294.0,23.0
2月20日,湖北,十堰市,2.0,0.0,0.0,683,187.0,2.0
2月20日,湖北,黄石市,18.0,0.0,0.0,1021,299.0,27.0
2月20日,辽宁,锦州市,0.0,1.0,0.0,12,8.0,0.0
2月20日,天津,宁河区,0.0,1.0,0.0,4,1.0,0.0
2月20日,天津,南开区,0.0,1.0,0.0,4,2.0,0.0
2月20日,天津,河东区,0.0,1.0,0.0,16,8.0,1.0
2月20日,天津,宝坻区,0.0,2.0,0.0,56,17.0,2.0
2月20日,湖北,武汉市,0.0,0.0,0.0,45725,5490.0,1648.0
2月20日,辽宁,沈阳市,0.0,0.0,0.0,35,11.0,0.0
2月20日,辽宁,盘锦市,0.0,5.0,0.0,13,5.0,0.0
2月20日,贵州,遵义市,0.0,1.0,0.0,32,17.0,0.0
2月20日,黑龙江,大庆市,0.0,1.0,0.0,31,8.0,1.0
2月20日,山东,青岛市,0.0,1.0,0.0,72,32.0,1.0
2月20日,宁夏,银川市,0.0,2.0,0.0,38,27.0,0.0
2月20日,新疆,乌鲁木齐市,0.0,2.0,0.0,27,10.0,0.0
2月20日,海南,三亚市,0.0,2.0,0.0,65,24.0,1.0
2月20日,天津,地市明细不详,0.0,0.0,0.0,0,137.0,9.0
2月20日,江苏,盐城市,0.0,0.0,0.0,28,20.0,0.0
2月20日,河南,济源市,0.0,1.0,0.0,5,3.0,0.0
2月20日,河南,安阳市,0.0,1.0,0.0,64,29.0,0.0
2月20日,河南,新乡市,0.0,2.0,0.0,63,26.0,3.0
2月20日,河南,周口市,0.0,7.0,0.0,91,39.0,0.0
2月20日,河南,郑州市,0.0,4.0,0.0,193,92.0,2.0
2月20日,湖北,武汉市,0.0,0.0,0.0,45725,5490.0,1648.0
2月20日,内蒙古,呼和浩特市,0.0,1.0,0.0,7,2.0,0.0
2月20日,内蒙古,鄂尔多斯市,0.0,2.0,0.0,13,5.0,0.0
2月20日,内蒙古,包头市,0.0,1.0,0.0,13,2.0,0.0
2月20日,吉林,吉林市,0.0,1.0,0.0,7,4.0,0.0
2月20日,吉林,长春市,0.0,2.0,0.0,46,21.0,0.0
2月20日,山西,运城市,0.0,2.0,0.0,22,16.0,0.0
2月20日,福建,宁德市,0.0,5.0,0.0,32,17.0,0.0
2月20日,福建,泉州市,0.0,3.0,0.0,56,16.0,0.0
2月20日,福建,莆田市,0.0,3.0,0.0,65,22.0,0.0
2月20日,福建,福州市,0.0,3.0,0.0,89,36.0,1.0
2月20日,湖北,武汉市,0.0,0.0,0.0,45725,5490.0,1648.0
2月20日,陕西,咸阳市,0.0,2.0,0.0,21,10.0,0.0
2月20日,陕西,商洛市,0.0,2.0,0.0,8,4.0,0.0
2月20日,陕西,宝鸡市,0.0,1.0,0.0,13,10.0,0.0
2月20日,陕西,汉中市,0.0,5.0,0.0,29,10.0,0.0
2月20日,陕西,西安市,0.0,3.0,0.0,132,47.0,1.0
2月20日,天津,宝坻区,1.0,0.0,0.0,56,15.0,2.0
2月20日,四川,自贡市,0.0,3.0,0.0,11,7.0,0.0
2月20日,四川,凉山州,0.0,1.0,0.0,14,6.0,0.0
2月20日,四川,德阳市,0.0,2.0,0.0,18,3.0,0.0
2月20日,四川,内江市,0.0,4.0,0.0,23,10.0,0.0
2月20日,四川,巴中市,0.0,1.0,0.0,24,10.0,0.0
2月20日,四川,泸州市,0.0,1.0,0.0,27,6.0,0.0
2月20日,四川,南充市,0.0,1.0,0.0,40,15.0,0.0
2月20日,内蒙古,呼伦贝尔市,0.0,1.0,0.0,9,2.0,0.0
2月20日,山东,枣庄市,0.0,1.0,0.0,26,11.0,0.0
2月20日,山东,泰安市,0.0,1.0,0.0,34,10.0,1.0
2月20日,山东,德州市,0.0,2.0,0.0,45,11.0,2.0
2月20日,山东,聊城市,0.0,3.0,0.0,41,21.0,0.0
2月20日,山东,威海市,0.0,3.0,0.0,47,14.0,0.0
2月20日,山东,烟台市,0.0,2.0,0.0,55,17.0,0.0
2月20日,山东,济宁市,0.0,2.0,0.0,57,29.0,0.0
2月20日,山东,青岛市,0.0,1.0,0.0,72,31.0,1.0
2月20日,陕西,西安市,0.0,0.0,1.0,132,44.0,1.0
2月20日,河北,承德市,0.0,1.0,0.0,8,5.0,0.0
2月20日,河北,秦皇岛市,0.0,1.0,0.0,10,5.0,0.0
2月20日,河北,邢台市,0.0,3.0,0.0,24,13.0,1.0
2月20日,河北,廊坊市,0.0,1.0,0.0,32,21.0,0.0
2月20日,河北,邯郸市,0.0,4.0,0.0,33,17.0,0.0
2月20日,河北,沧州市,0.0,4.0,0.0,50,22.0,4.0
2月20日,河北,唐山市,0.0,3.0,0.0,56,16.0,1.0
2月20日,江苏,扬州市,0.0,2.0,0.0,27,13.0,0.0
2月20日,江苏,无锡市,0.0,2.0,0.0,59,35.0,0.0
2月20日,江苏,南京市,0.0,9.0,0.0,100,47.0,0.0
2月20日,江苏,徐州市,0.0,4.0,0.0,82,55.0,0.0
2月20日,江苏,苏州市,0.0,5.0,0.0,95,39.0,0.0
2月20日,安徽,滁州市,0.0,1.0,0.0,15,8.0,0.0
2月20日,安徽,淮北市,0.0,1.0,0.0,28,14.0,0.0
2月20日,安徽,安庆市,0.0,9.0,0.0,91,53.0,0.0
2月20日,安徽,合肥市,0.0,8.0,0.0,186,83.0,1.0
2月20日,湖南,衡阳市,0.0,5.0,0.0,52,37.0,0.0
2月20日,湖南,常德市,0.0,3.0,0.0,91,52.0,0.0
2月20日,湖南,邵阳市,0.0,6.0,0.0,110,77.0,1.0
2月20日,湖南,株洲市,0.0,6.0,0.0,83,46.0,0.0
2月20日,湖南,岳阳市,0.0,8.0,0.0,163,72.0,1.0
2月20日,湖南,长沙市,0.0,15.0,0.0,264,125.0,2.0
2月20日,浙江,金华市,0.0,3.0,0.0,60,36.0,0.0
2月20日,浙江,温州市,0.0,17.0,0.0,536,246.0,1.0
2月20日,广东,阳江市,0.0,1.0,0.0,21,10.0,0.0
2月20日,河南,驻马店市,0.0,2.0,0.0,149,88.0,0.0
2月20日,河南,南阳市,0.0,2.0,0.0,181,67.0,3.0
2月20日,河南,郑州市,0.0,12.0,0.0,193,88.0,2.0
2月20日,湖北,随州市,0.0,0.0,0.0,1335,308.0,27.0
2月20日,湖北,孝感市,0.0,0.0,0.0,3429,673.0,90.0
2月20日,湖北,黄石市,0.0,0.0,0.0,1003,299.0,27.0
2月20日,湖北,武汉市,0.0,0.0,0.0,45725,5490.0,1648.0
2月20日,安徽,池州市,0.0,3.0,0.0,18,10.0,0.0
2月20日,安徽,芜湖市,0.0,4.0,0.0,39,21.0,0.0
2月20日,安徽,宿州市,0.0,2.0,0.0,44,22.0,0.0
2月20日,安徽,亳州市,0.0,7.0,0.0,114,65.0,0.0
2月20日,安徽,阜阳市,0.0,15.0,0.0,165,79.0,0.0
2月20日,湖北,黄石市,0.0,0.0,0.0,1003,299.0,27.0
2月20日,广东,地市明细不详,0.0,0.0,0.0,0,137.0,9.0
2月20日,广东,湛江市,0.0,1.0,0.0,27,12.0,0.0
2月20日,广东,深圳市,0.0,17.0,0.0,452,202.0,2.0
2月20日,广东,汕头市,0.0,2.0,0.0,27,20.0,0.0
2月20日,广东,中山市,0.0,2.0,0.0,71,42.0,0.0
2月20日,黑龙江,绥化市,0.0,2.0,0.0,50,20.0,5.0
2月20日,黑龙江,双鸭山市,0.0,3.0,0.0,53,11.0,3.0
2月20日,黑龙江,哈尔滨市,0.0,7.0,0.0,202,55.0,3.0
2月20日,四川,巴中市,0.0,6.0,0.0,24,9.0,0.0
2月20日,浙江,台州市,0.0,3.0,0.0,168,77.0,0.0
2月20日,江苏,淮安市,0.0,2.0,0.0,68,34.0,0.0
2月20日,浙江,温州市,0.0,0.0,1.0,536,229.0,1.0
2月20日,湖南,益阳市,0.0,13.0,0.0,66,48.0,0.0
2月20日,河南,开封市,0.0,2.0,0.0,28,13.0,0.0
2月20日,河南,平顶山市,0.0,3.0,0.0,63,34.0,1.0
2月20日,河南,鹤壁市,0.0,1.0,0.0,21,8.0,0.0
2月20日,河南,焦作市,0.0,1.0,0.0,34,9.0,1.0
2月20日,河南,洛阳市,0.0,1.0,0.0,33,14.0,1.0
2月20日,河南,漯河市,0.0,3.0,0.0,44,17.0,0.0
2月20日,云南,楚雄州,0.0,1.0,0.0,4,2.0,0.0
2月20日,云南,昭通市,0.0,3.0,0.0,26,5.0,0.0
2月20日,云南,玉溪市,0.0,6.0,0.0,15,9.0,1.0
2月20日,云南,昆明市,0.0,9.0,0.0,60,24.0,0.0
2月20日,云南,昆明市,1.0,0.0,0.0,60,15.0,0.0
2月20日,河南,信阳市,0.0,8.0,0.0,298,94.0,2.0
2月20日,上海,黄浦区,0.0,1.0,0.0,5,3.0,0.0
